59	1	278	GN
59	1	69	ML
59	1	299	AG
59	1	310	OT
59	1	63	GN
60	1	137	MS
60	1	7	PT
60	1	47	SI
60	1	5	KE
60	1	302	KM
61	1	50	UB
61	1	260	RE
61	1	157	UB
61	1	4	UB
61	1	94	LE
62	1	263	DA
62	1	283	KA
62	1	58	SZ
62	1	323	BY
62	1	233	PU
63	1	27	PK
63	1	231	PI
63	1	201	SO
63	1	114	MN
63	1	74	PL
64	1	129	YA
64	1	298	I
64	1	27	V
64	1	174	KX
64	1	146	F
65	1	224	G
65	1	183	T
65	1	311	J
65	1	200	J
65	1	164	J
66	1	168	*
66	1	228	C
66	1	189	U
66	1	46	U
66	1	168	*
67	1	3	RJ
67	1	58	DY
67	1	76	TJ
67	1	215	MR
67	1	281	VE
68	1	53	MO
68	1	1	PJ
68	1	9	CH
68	1	88	NN
68	1	243	YD
69	1	216	HI
69	1	267	EN
69	1	154	AY
69	1	69	HI
69	1	313	IP
70	1	124	*
70	1	71	IN
70	1	71	IN
70	1	83	BE
70	1	71	H
71	1	53	KO
71	1	12	LA
71	1	175	SO
71	1	325	BA
71	1	212	LA
72	1	51	9
72	1	254	26
72	1	201	8
72	1	258	27
72	1	300	19
73	1	129	U
73	1	16	U
73	1	126	N
73	1	246	R
73	1	316	X
74	1	265	A
74	1	221	K
74	1	172	K
74	1	170	BI
74	1	148	B
75	1	225	L
75	1	41	ME
75	1	112	D
75	1	211	*
75	1	273	R
76	1	154	H
76	1	160	DR
76	1	103	GU
76	1	16	D
76	1	124	ZZ
77	1	125	N
77	1	82	W
77	1	184	B
77	1	317	*
77	1	127	W
78	1	99	MO
78	1	15	KC
78	1	4	KN
78	1	15	IL
78	1	65	CI
79	1	325	S
79	1	46	JU
79	1	312	J
79	1	252	O
79	1	231	T
80	1	108	KO
80	1	329	S
80	1	87	M
80	1	71	I
80	1	283	Q
81	1	255	MT
81	1	176	HI
81	1	99	MH
81	1	76	MU
81	1	35	MC
82	1	256	P
82	1	292	W
82	1	77	W
82	1	32	J
82	1	307	WK
83	1	162	*
83	1	184	S
83	1	2	K
83	1	59	DD
83	1	69	HW
84	1	240	DF
84	1	278	KB
84	1	81	PT
84	1	28	DN
84	1	9	UW
85	1	207	E
85	1	297	S
85	1	84	E
85	1	87	P
85	1	325	WX
86	1	319	GA
86	1	309	XS
86	1	192	FS
86	1	237	GA
86	1	272	CF
87	1	189	IR
87	1	233	T
87	1	239	*
87	1	189	IR
87	1	15	Q
88	1	317	ZZ
88	1	266	RU
88	1	311	IT
88	1	130	JI
88	1	89	EZ
89	1	222	S
89	1	250	S
89	1	208	K
89	1	38	I
89	1	293	B
90	1	34	E
90	1	216	I
90	1	286	K
90	1	77	E
90	1	63	*
91	1	206	TD
91	1	35	MA
91	1	154	MM
91	1	240	CZ
91	1	48	MS
92	1	198	XX
92	1	148	EE
92	1	154	CC
92	1	24	XX
92	1	292	MU
93	1	49	SI
93	1	309	RO
93	1	204	KA
93	1	300	RO
93	1	324	RS
94	1	276	U
94	1	281	L
94	1	290	K
94	1	134	I
94	1	222	U
95	1	4	TW
95	1	50	WL
95	1	18	N
95	1	155	N
95	1	66	P
96	1	262	CH
96	1	4	B
96	1	4	B
96	1	241	CO
96	1	27	CH
97	1	316	AI
97	1	163	MM
97	1	30	*
97	1	288	FI
97	1	23	IL
98	1	42	O
98	1	274	X
98	1	83	CH
98	1	241	X
98	1	142	D
99	1	221	BA
99	1	308	SA
99	1	294	BO
99	1	270	EA
99	1	317	*
100	1	26	R
100	1	27	U
100	1	302	U
100	1	191	K
100	1	15	*
101	1	216	T
101	1	278	BR
101	1	151	G
101	1	240	G
101	1	45	N
102	1	65	NN
102	1	92	N
102	1	125	G
102	1	12	I
102	1	130	WT
103	1	204	M
103	1	74	PY
103	1	247	PD
103	1	93	WI
103	1	47	YD
104	1	183	*
104	1	257	D
104	1	218	T
104	1	226	D
104	1	77	K
105	1	82	T
105	1	226	T
105	1	327	P
105	1	213	Z
105	1	272	P
106	1	102	T
106	1	199	K
106	1	207	J
106	1	314	PO
106	1	29	G
107	1	237	PA
107	1	74	*
107	1	21	FN
107	1	73	OM
107	1	301	DA
108	1	290	JA
108	1	157	*
108	1	274	ME
108	1	46	LU
108	1	201	QA
109	1	255	U
109	1	262	S2
109	1	226	M
109	1	144	M
109	1	51	P
110	1	216	B
110	1	43	RI
110	1	268	*
110	1	24	B
110	1	266	Y
